dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1
Женщина,38,Санкт-Петербург,Неоконченное высшее,10-15 лет,10-15 лет,Медицина;,До 1000 человек,специалист,40,15 000 — 30 000,Да,7,6,2,4,4,5,5,7,6,6,7,7,4,7,2,4,6,4,7,4,7,4,4,4,2,6,4,4,1,1,1,2,2,2,4,1,3,3,3,4,4,5,4,3,3,3,3,6,5,4,5,5,5,6,5,5,7,5,4,6,4,4,4,5,3,3,4,4,5,5,3,4,33,44,34,28,5,9,9,13,16,36,32,20,21,7
Женщина,43,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,Обслуживание;,До 50 человек,специалист,30,30 000 — 60 000,Нет,5,5,2,5,5,5,3,3,3,2,3,4,3,4,2,3,3,4,3,5,3,5,5,6,4,5,3,4,3,5,4,3,3,4,4,4,2,3,2,5,4,4,3,3,3,3,3,6,5,6,5,4,6,4,6,2,6,4,4,5,4,3,4,3,3,2,4,4,3,4,2,4,30,22,23,32,15,15,7,13,15,36,27,17,17,6
Мужчина,41,Санкт-Петербург,Высшее,20 + лет,0-1 года,Производство;,До 1000 человек,оператор,80,60 000 — 100 000,Да,3,4,1,1,4,3,2,2,2,5,3,2,1,3,1,1,4,2,6,5,6,2,1,4,2,4,2,2,4,2,3,2,4,3,3,3,2,1,5,4,3,4,1,4,5,5,2,6,7,4,3,3,2,3,6,6,7,6,6,5,1,1,1,7,3,4,4,4,4,6,6,6,18,18,25,17,11,13,8,11,17,28,36,13,22,12
Женщина,47,Москва,Высшее,20 + лет,0-1 года,Торговля;,До 1000 человек,специалист по ортопедии,30,60 000 — 100 000,Нет,7,7,5,7,5,6,6,7,7,7,7,7,4,7,7,4,7,5,7,6,7,6,7,5,7,7,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,1,6,6,5,6,7,5,6,7,5,6,6,7,6,7,7,7,7,7,2,1,43,46,43,40,20,20,15,15,25,24,36,30,35,3
Мужчина,52,Город с численностью жителей миллион и более человек,Неоконченное высшее,20 + лет,5-10 лет,Производство;,1000+ человек,Начальник смены ОПП,10000,15 000 — 30 000,Затрудняюсь ответить,7,6,1,4,1,1,4,1,1,1,5,4,6,1,1,2,1,4,3,4,5,3,3,4,7,1,1,1,2,2,2,2,4,5,2,3,3,3,3,4,4,4,4,2,3,4,5,2,6,5,5,5,5,5,5,4,5,5,3,5,2,2,6,6,1,6,6,6,6,6,2,2,24,19,20,20,8,14,9,12,18,33,27,17,30,4
Женщина,50,Москва,Высшее,15-20 лет,15-20 лет,услуги,До 50 человек,художник,0,30 000 — 60 000,Затрудняюсь ответить,5,5,2,3,7,3,3,5,7,7,5,6,2,6,4,4,4,4,7,5,7,5,3,5,5,4,1,5,3,3,1,2,3,5,3,3,2,3,3,3,4,3,5,5,4,4,5,3,3,5,3,5,3,5,2,4,5,3,5,6,2,3,3,5,1,5,4,5,4,5,5,6,28,38,35,28,9,14,8,10,23,27,25,14,23,11
Мужчина,26,Москва,Среднее общее (11 классов),3-5 лет,1-3 года,Производство;,До 1000 человек,Аналитик,85,60 000 — 100 000,Да,7,1,2,4,1,1,2,6,7,6,7,7,7,4,4,7,6,7,6,2,4,6,6,3,4,4,7,6,1,1,2,1,2,3,1,1,2,1,1,4,4,3,5,4,5,3,5,6,6,4,5,4,4,4,7,7,4,4,4,4,5,4,4,4,2,5,4,4,5,4,4,2,18,44,36,36,5,7,4,11,22,33,30,19,22,6
Женщина,32,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,Образование;,До 500 человек,учитель,18,30 000 — 60 000,Нет,5,6,4,6,6,6,4,5,6,6,6,4,6,6,3,4,5,6,5,6,4,5,3,4,2,6,3,3,3,3,3,2,3,3,5,3,3,4,4,5,3,5,3,3,3,5,4,2,6,5,6,4,6,4,2,5,6,4,2,5,4,5,4,6,4,4,5,6,6,6,6,4,37,39,33,26,11,14,11,13,18,33,24,23,27,10
Мужчина,27,Город с численностью от 500 тысяч до 950 тысяч,Высшее,3-5 лет,3-5 лет,Медицина;,До 1000 человек,Врач,60,60 000 — 100 000,Да,2,4,7,1,2,4,7,6,6,6,7,4,7,5,2,6,1,7,3,5,2,3,4,5,1,7,6,1,2,3,2,4,3,1,2,1,2,4,3,4,3,4,2,2,4,3,2,5,7,5,6,6,5,6,2,3,6,4,5,3,2,2,3,6,2,2,3,2,2,2,6,4,27,41,26,27,11,7,9,11,13,40,23,15,11,10
Женщина,23,Город с численностью от 50 тысяч до 100 тысяч,Неоконченное высшее,3-5 лет,1-3 года,Производство;,До 1000 человек,лаборант,30,30 000 — 60 000,Да,4,5,2,5,5,4,4,3,5,5,2,6,3,4,4,3,6,2,4,5,5,3,6,2,3,4,2,3,4,3,3,3,4,3,3,3,3,3,4,3,3,2,4,2,3,3,3,4,4,6,4,3,1,4,3,1,2,4,6,6,4,3,5,2,5,2,4,2,3,4,6,5,29,28,29,23,13,13,10,8,15,26,22,19,15,11
Женщина,37,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),5-10 лет,3-5 лет,Торговля;,1000+ человек,Товаровед,40500,30 000 — 60 000,Нет,4,5,4,5,3,4,5,4,5,4,6,5,4,6,2,1,4,3,5,5,3,6,3,4,3,3,3,2,3,3,3,3,5,5,5,5,3,5,5,5,4,4,4,4,5,4,3,6,6,6,6,5,7,6,6,6,4,5,6,5,5,6,6,3,5,6,6,7,5,6,3,3,30,34,23,24,12,20,13,13,20,42,32,25,30,6
Женщина,37,Санкт-Петербург,Высшее,10-15 лет,0-1 года,Красота и здоровье;,До 50 человек,администратор,80,30 000 — 60 000,Да,4,5,4,4,5,4,4,4,4,4,4,4,3,4,1,1,4,3,6,4,5,3,1,4,3,2,1,4,2,2,1,2,3,4,2,3,1,3,3,3,3,4,3,3,3,3,3,5,6,4,6,4,6,3,5,3,7,5,5,5,5,5,4,4,5,5,3,5,4,3,4,4,30,27,24,18,7,12,7,10,15,34,30,23,20,8
Женщина,40,Город с численностью жителей миллион и более человек,Неоконченное высшее,15-20 лет,5-10 лет,Медицина;,До 500 человек,Администратор,60,30 000 — 60 000,Да,5,5,4,5,4,4,4,5,5,5,5,4,4,5,4,3,4,4,5,4,5,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,6,5,5,5,5,5,5,3,5,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,3,31,33,29,24,12,13,10,12,16,36,24,23,25,8
Женщина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,5-10 лет,Обслуживание;,До 500 человек,Системный администратор,60,30 000 — 60 000,Нет,5,4,1,4,6,1,1,6,4,6,5,6,1,4,1,3,4,5,5,6,5,6,4,5,5,4,4,5,3,3,3,4,4,3,4,2,4,4,4,4,4,3,4,2,4,2,3,6,2,2,3,3,4,2,5,5,6,7,6,5,2,2,3,3,1,2,2,2,3,2,5,4,22,32,29,33,13,13,12,11,15,22,34,11,11,9
Мужчина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,5-10 лет,Производство;,До 500 человек,начальник производства,100,60 000 — 100 000,Нет,6,5,1,7,1,4,4,6,7,7,7,7,7,7,4,4,4,1,7,4,5,7,7,6,5,4,6,7,3,2,3,2,2,2,3,4,3,2,4,4,4,3,4,4,4,4,3,7,3,3,3,3,6,6,5,3,6,6,3,6,4,3,4,5,2,7,7,7,7,7,1,1,28,48,29,42,10,11,9,11,19,31,29,18,35,2
Женщина,30,Санкт-Петербург,Неоконченное высшее,5-10 лет,3-5 лет,Производство;,1000+ человек,руководитель,50,30 000 — 60 000,Затрудняюсь ответить,7,7,6,5,6,6,5,6,6,6,6,6,5,7,5,6,5,6,7,5,7,5,5,4,6,6,6,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,6,5,2,3,5,6,5,7,6,7,5,3,2,5,5,5,4,5,6,5,6,4,6,3,2,42,42,41,37,20,19,14,14,24,32,30,24,27,5
Женщина,26,Москва,Высшее,3-5 лет,3-5 лет,строительная компания,До 50 человек,менеджер,100,100 000 — 150 000,Нет,4,5,4,5,5,5,4,5,5,5,5,4,3,5,5,3,4,4,4,7,1,7,5,2,4,4,3,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,5,5,5,3,3,5,5,5,3,6,3,4,5,4,5,6,5,5,5,5,5,5,6,2,3,32,32,28,28,13,15,11,12,18,31,26,25,26,5
Женщина,37,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,1-3 года,"Финансы, бухгалтерия, банки;",До 500 человек,менеджер по работе с клиентами,50,15 000 — 30 000,Нет,5,7,4,7,7,7,6,1,4,1,6,2,2,6,1,1,1,4,5,4,1,2,1,7,1,6,1,1,3,4,1,3,5,5,5,5,4,3,3,5,3,5,3,5,5,5,5,6,6,2,1,6,6,6,6,6,6,6,6,6,4,5,4,6,3,6,6,6,3,6,6,7,43,22,17,19,11,20,10,13,23,33,36,22,27,13
Женщина,37,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,5-10 лет,1-3 года,Телевидение,До 50 человек,Переводчик,0,15 000 — 30 000,Затрудняюсь ответить,5,5,7,3,2,1,6,5,5,5,4,4,7,5,1,4,1,6,5,6,2,4,4,1,2,4,4,1,3,3,3,2,4,4,4,4,3,3,5,4,3,4,5,3,4,4,5,2,3,4,3,4,4,4,5,4,5,5,4,5,3,3,3,4,3,3,3,3,3,3,4,5,29,35,25,20,11,16,11,11,21,24,28,16,15,9
Женщина,35,Город с численностью от 50 тысяч до 100 тысяч,Два и более высших и/или научная степень,10-15 лет,1-3 года,Производство;,До 1000 человек,HR,90000,60 000 — 100 000,Нет,6,7,1,2,6,6,1,5,6,6,7,6,5,7,4,5,5,7,7,6,5,1,1,2,4,6,3,6,3,3,3,4,3,4,4,1,2,3,3,5,4,4,2,4,3,4,4,5,3,4,3,2,5,5,1,6,6,4,5,5,5,5,5,5,5,4,4,4,2,6,4,3,29,42,39,23,13,12,8,13,17,27,27,25,20,7
Женщина,55,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,20 + лет,Образование;,До 500 человек,преподаватель,90,60 000 — 100 000,Нет,6,6,4,6,6,5,5,6,5,6,5,5,7,6,5,5,6,5,6,6,5,5,2,4,4,6,6,5,2,1,2,3,4,5,4,2,4,4,3,5,5,4,5,5,4,4,4,5,5,3,6,5,7,3,5,5,7,7,7,7,4,4,5,6,5,7,5,6,7,6,4,4,38,40,38,32,8,15,11,14,22,34,38,24,31,8
Мужчина,36,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,1-3 года,Производство;,До 500 человек,рабочий,70,60 000 — 100 000,Да,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,3,3,2,2,3,1,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,28,28,27,25,14,11,6,11,16,21,18,20,20,8
Мужчина,43,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,5-10 лет,строительство,До 50 человек,инженер,50,60 000 — 100 000,Нет,5,6,7,4,1,5,7,4,1,4,7,4,4,4,1,1,4,5,7,7,1,4,1,4,1,4,1,1,4,3,3,3,4,5,4,5,3,3,5,5,4,4,3,4,3,4,4,7,6,5,7,7,7,6,5,1,4,4,4,5,4,6,5,4,1,7,7,7,4,7,7,4,35,28,26,16,13,18,11,13,18,45,23,20,32,11
Женщина,31,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,5-10 лет,5-10 лет,Производство;,До 50 человек,Инженер,100,30 000 — 60 000,Нет,7,6,4,2,1,2,7,5,2,1,4,1,4,2,1,1,4,6,5,6,1,4,1,4,4,4,4,1,3,4,3,4,5,5,4,4,3,3,4,3,4,4,3,3,1,4,2,5,6,4,6,6,6,6,4,5,6,5,4,4,6,6,6,5,6,5,5,5,5,6,5,5,29,19,24,22,14,18,10,11,13,39,28,29,26,10
Женщина,31,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Общественное питание;,1000+ человек,Начальник отдела кадров,50,100 000 — 150 000,Затрудняюсь ответить,4,5,2,5,4,3,4,4,4,5,5,5,5,5,4,2,5,2,5,3,5,4,1,1,3,4,1,4,4,4,3,4,5,5,4,3,4,4,3,5,5,5,5,5,5,5,5,6,5,6,6,5,3,6,4,6,5,4,4,6,6,6,6,6,6,6,6,6,6,7,4,5,27,33,26,18,15,17,11,15,25,37,29,30,31,9
Мужчина,52,Москва,Высшее,20 + лет,10-15 лет,Связь,1000+ человек,Ведущий инженер,90,100 000 — 150 000,Нет,6,6,7,6,6,7,6,6,6,6,7,6,6,7,4,5,6,7,7,7,4,6,5,6,5,5,7,6,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,6,6,6,6,6,6,5,3,6,7,3,5,7,3,5,5,6,6,6,6,6,6,2,3,3,44,44,40,40,17,19,15,15,23,41,31,25,26,6
Женщина,37,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,0-1 года,Электроэнергетика,До 50 человек,Бухгалтер,100,30 000 — 60 000,Да,1,2,4,1,4,1,2,1,1,1,4,4,7,1,1,1,2,3,5,2,1,1,1,1,2,4,4,1,3,3,2,3,2,4,2,2,1,5,4,4,3,2,3,3,4,4,1,6,6,4,5,3,5,4,3,4,7,3,3,5,2,3,3,5,2,2,5,4,4,5,7,7,15,19,15,14,11,10,10,9,15,33,25,15,20,14
Мужчина,37,Город с численностью от 50 тысяч до 100 тысяч,Среднее общее (11 классов),3-5 лет,3-5 лет,Обслуживание;,До 50 человек,Инженер,100,30 000 — 60 000,Нет,7,7,7,5,6,4,7,5,4,6,7,7,4,5,2,7,4,7,7,4,7,4,2,7,7,2,6,2,4,4,4,4,5,5,5,5,5,5,5,1,5,5,5,5,5,4,5,3,5,3,5,5,6,6,6,3,4,5,4,6,4,6,4,3,2,4,5,4,3,6,4,3,43,38,38,30,16,20,15,11,24,33,28,19,22,7
Мужчина,48,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,15-20 лет,Медицина;,1000+ человек,руководитель среднего звена,50,60 000 — 100 000,Да,5,5,3,4,5,2,5,3,6,4,5,5,5,7,5,5,4,7,4,4,5,2,1,2,2,5,2,6,3,2,3,3,2,1,3,3,3,4,3,3,3,3,3,4,3,4,2,4,6,5,6,7,4,3,3,3,6,7,5,6,5,5,4,6,3,5,5,5,5,5,7,6,29,35,34,20,11,9,10,9,16,35,30,23,25,13
Женщина,41,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,15-20 лет,Медицина;,1000+ человек,медицинская сестра,25,30 000 — 60 000,Да,7,7,4,7,7,6,5,6,7,7,5,6,4,6,5,7,6,6,7,4,7,2,6,4,5,6,4,7,4,4,3,3,4,5,4,5,5,5,5,5,5,5,4,5,5,4,4,6,6,4,5,6,7,6,3,5,6,3,5,6,5,5,5,4,2,5,5,6,5,7,1,2,43,41,42,34,14,18,15,15,22,40,28,21,28,3
Женщина,51,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,0-1 года,Производство;,1000+ человек,менеджер по персоналу,100,30 000 — 60 000,Нет,5,7,4,5,5,4,3,4,4,5,6,4,4,5,4,4,5,4,5,4,4,2,5,6,4,5,3,4,3,4,3,3,3,4,4,3,2,4,2,4,4,5,3,3,4,4,4,3,5,3,5,5,6,3,4,5,3,4,5,5,4,4,3,3,4,5,5,5,5,5,6,4,33,32,30,29,13,14,8,13,18,30,26,18,25,10
Женщина,44,Санкт-Петербург,Высшее,20 + лет,5-10 лет,Производство;,До 50 человек,менеджер,100,15 000 — 30 000,Да,3,3,4,2,4,2,3,3,2,1,4,2,2,2,2,3,4,4,4,5,3,3,2,6,2,2,4,3,3,3,2,2,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,5,3,4,3,4,3,3,4,4,4,4,5,5,21,16,25,22,10,13,10,9,14,34,25,17,19,10
Женщина,36,Москва,Высшее,15-20 лет,5-10 лет,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,100,150 000 — 200 000,Нет,5,7,6,2,6,4,6,4,3,5,5,4,4,4,1,4,6,6,7,5,5,2,2,3,2,3,2,3,4,4,4,4,4,4,4,4,4,3,5,5,5,5,3,4,2,3,3,5,3,6,5,5,6,1,3,4,5,2,4,2,5,5,5,5,2,4,4,4,3,5,3,3,36,29,34,17,16,16,12,15,15,31,20,22,20,6
Женщина,37,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),10-15 лет,0-1 года,Обслуживание;,До 50 человек,менеджер пвз,20000,15 000 — 30 000,Нет,3,3,3,4,5,4,4,3,2,2,4,4,4,4,1,4,4,5,4,6,5,6,2,4,6,4,2,3,2,2,2,2,3,4,2,3,3,3,3,5,5,4,5,3,2,3,3,5,5,5,6,2,6,6,3,3,6,3,5,6,3,4,3,2,2,6,4,3,3,6,6,2,26,23,29,27,8,12,9,14,16,35,26,14,22,8
Мужчина,39,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),10-15 лет,0-1 года,редактор,До 50 человек,нет,0,0 — 15 000,Да,7,7,2,5,6,6,5,6,6,4,7,7,5,7,1,1,3,4,7,7,7,4,5,7,4,6,2,3,5,5,5,5,3,5,5,5,3,1,1,5,5,5,5,5,5,5,5,7,5,6,5,6,6,7,7,7,7,6,7,7,6,6,5,6,5,4,4,4,4,4,3,3,38,42,30,31,20,18,5,15,25,42,41,28,20,6
Женщина,41,Город с численностью жителей миллион и более человек,Неоконченное высшее,15-20 лет,15-20 лет,Медицина;,До 1000 человек,врач,50,30 000 — 60 000,Нет,7,7,1,7,7,7,5,7,6,7,7,6,4,7,6,6,5,5,7,5,7,4,4,4,6,7,4,6,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,6,3,5,5,6,6,3,5,6,5,2,6,6,6,6,5,5,6,6,5,6,6,4,3,41,44,41,35,20,20,12,15,25,36,27,28,29,7
Женщина,30,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,3-5 лет,Образование;,До 500 человек,педагог,90,30 000 — 60 000,Нет,6,6,4,7,6,5,7,7,4,6,7,6,3,7,4,5,6,3,4,4,6,5,5,6,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,6,7,6,6,6,6,6,6,6,4,5,5,6,4,7,6,7,7,6,6,4,41,40,32,39,20,20,15,12,23,39,36,24,33,10
Женщина,40,Поселок городского типа,Среднее общее (11 классов),10-15 лет,10-15 лет,Образование;,До 50 человек,усп,40,0 — 15 000,Нет,4,2,1,3,3,3,1,2,3,2,3,4,2,2,2,3,4,2,6,3,3,4,2,3,2,4,1,2,2,3,2,2,2,3,1,2,1,2,1,2,3,2,3,3,3,3,3,4,5,4,4,5,4,6,4,5,5,5,5,6,2,3,2,5,3,3,3,3,4,3,5,6,17,18,23,18,9,8,4,7,15,32,30,15,16,11
Мужчина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,учитель,100,30 000 — 60 000,Нет,2,5,7,4,4,4,6,4,6,6,4,3,4,4,5,4,2,6,6,4,2,4,3,3,2,2,2,3,4,4,4,4,4,4,4,5,3,3,3,4,4,4,3,4,3,4,4,5,5,5,6,5,6,6,2,2,5,6,6,6,5,4,4,5,4,7,7,7,7,7,3,1,32,31,29,19,16,17,9,12,18,38,27,22,35,4
Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Образование;,До 500 человек,преподаватель,95,30 000 — 60 000,Да,6,6,2,4,6,5,2,6,1,5,7,1,1,3,3,4,6,3,6,7,3,1,1,1,4,4,1,1,1,4,2,4,5,2,5,3,5,3,5,5,5,4,1,3,1,4,3,7,7,7,6,4,2,7,7,2,6,5,6,7,3,4,3,4,1,7,5,7,6,4,3,1,31,24,32,13,11,15,13,14,12,40,33,15,29,4
